Stock,MAE,MAPE,RMSE,Direction_Acc,R²
GOOGL,3.4796381304554997,2.896459521010035,5.441564357984256,80.0,0.9569547687076365
MSFT,8.497281563179124,2.7491100038620426,13.633000783772642,74.28571428571429,0.9615906925685574
