symbol,period,trading_days,mae,mape,rmse,r2,actual_change_pct,pred_change_pct,monthly_direction_correct,pred_direction,actual_direction,daily_accuracy,precision,recall,f1_score,specificity,confusion_matrix,true_positives,true_negatives,false_positives,false_negatives,total_days,actual_up_days,predicted_up_days
AAPL,April 2025,21,23.61000594088719,12.116784416791756,25.95916569138536,-3.6066817713403525,-4.789646408313467,1.4022900885138898,False,UP,DOWN,0.6,0.6,0.3333333333333333,0.42857142857142855,0.8181818181818182,"[[9 2]
 [6 3]]",3,9,2,6,20,9,5
