symbol,period,trading_days,mae,mape,rmse,r2,actual_change_pct,pred_change_pct,monthly_direction_correct,pred_direction,actual_direction,daily_accuracy,precision,recall,f1_score,specificity,confusion_matrix,true_positives,true_negatives,false_positives,false_negatives,total_days,actual_up_days,predicted_up_days
AAPL,February 2025,19,8.52917708280055,3.578293646716826,10.045936389277209,-1.1686495384621023,6.182140301497548,9.79821620229372,True,UP,UP,0.6111111111111112,0.5,0.5714285714285714,0.5333333333333333,0.6363636363636364,"[[7 4]
 [3 4]]",4,7,4,3,18,7,8
