symbol,period,trading_days,mae,mape,rmse,r2,actual_change_pct,pred_change_pct,monthly_direction_correct,pred_direction,actual_direction,daily_accuracy,precision,recall,f1_score,specificity,confusion_matrix,true_positives,true_negatives,false_positives,false_negatives,total_days,actual_up_days,predicted_up_days
TSLA,July 2022,20,0.06872930917888738,0.026993645964440417,0.0833227329154087,0.9999811278237895,30.75140006700716,30.730558662751072,True,UP,UP,1.0,1.0,1.0,1.0,1.0,"[[ 7  0]
 [ 0 12]]",12,7,0,0,19,12,12
