Price,Open,High,Low,Close,Volume,returns,sma_7,sma_21,rsi,volume_ratio
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,
Date,,,,,,,,,,
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,1.5230690473505337,39.374380929129465,35.243936357044035,83.72583809922278,0.7905374687190712
2020-02-03,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,19.8948593763949,41.353428431919646,36.35422207060314,87.70467198550843,2.204589565286228
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,13.725640223576473,44.42238071986607,37.7639045715332,90.37793989471712,2.550921587756005
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,-17.17583947927872,46.10504749843052,38.66282517569406,69.12326493695102,1.9052471630097867
2020-02-06,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,598212000,1.940931694254422,47.8389527457101,39.55139668782552,70.49240157206273,1.5426077864931307
2020-02-07,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500,-0.1188323805631053,49.43019104003906,40.36387289138067,70.75100676857517,0.6748734377471919
2020-02-10,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000,3.1026496329857656,50.67276218959263,41.284317379906064,70.04508282595502,0.9543385058300994
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,0.4019260937028868,51.8519047328404,42.224729992094495,68.97605382724018,0.46548913865308794
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,-0.9155657933695438,51.73085730416434,42.99434916178385,67.92678262052269,0.495144413516938
2020-02-13,49.45600128173828,54.53333282470703,49.0,53.599998474121094,394339500,4.7843652551780025,50.93980952671596,43.83904756818499,70.8541129016693,1.0631896863405808
2020-02-14,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500,-0.49377556683485313,51.5620002746582,44.73279371715727,71.20551732234571,0.6425347814320521
2020-02-18,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,7.29597130158357,52.6042856488909,45.827746073404946,73.50352182007174,0.6669448707979302
2020-02-19,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000,6.8755808953255615,54.21714237758091,47.1195555187407,75.29359186066934,1.0192326388575679
2020-02-20,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500,-1.9631105097986157,55.43742806570871,48.23768252418155,70.74642756708054,0.7270154024249925
2020-02-21,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000,0.17678087791648256,56.64333289010184,49.28987285069057,70.35785127938861,0.5967045939600897
2020-02-24,55.93333435058594,57.56666564941406,54.813331604003906,55.58599853515625,227883000,-7.459490327646511,57.27666582380022,50.12031718662807,54.8647913666213,0.6321736007746438
2020-02-25,56.599998474121094,57.106666564941406,52.46666717529297,53.32733154296875,259357500,-4.06337396414489,57.23771340506418,50.86663455054874,40.915623016216365,0.7140169996378399
2020-02-26,52.16666793823242,54.22066879272461,51.740665435791016,51.91999816894531,211282500,-2.6390470576789893,57.0355224609375,51.56752341134207,56.32856965558695,0.578919766253772
2020-02-27,48.66666793823242,49.31800079345703,44.599998474121094,45.266666412353516,364158000,-12.81458395846271,55.32695116315569,51.92339651925223,41.93934153720802,0.9846987024043737
2020-02-28,41.97999954223633,46.03466796875,40.768001556396484,44.53266525268555,363343500,-1.6215047800994142,52.9514274597168,52.19958695911226,40.98359749180959,0.9921194922611043
2020-03-02,47.41733169555664,49.5793342590332,45.77799987792969,49.574668884277344,302925000,11.322034293215232,51.46771349225725,52.52596791585287,47.21450330803764,0.8196325432473358
2020-03-03,53.66666793823242,53.798667907714844,47.740665435791016,49.70066833496094,386760000,0.25416095259802596,49.98685673304966,52.82736478533064,47.08554932156639,1.093699098707786
2020-03-04,50.930667877197266,51.10133361816406,48.31533432006836,49.96666717529297,225735000,0.5352017372066697,49.184095110212056,52.73053941272554,48.19276905782487,0.7071715721633135
2020-03-05,48.2513313293457,49.71666717529297,47.871334075927734,48.30266571044922,162790500,-3.3302230445070524,48.466285705566406,52.21460287911551,41.73049621743731,0.5593600039583558
2020-03-06,46.0,47.133331298828125,45.61800003051758,46.89866638183594,189943500,-2.9066704869448956,47.74895259312221,52.1154917762393,40.2970636712198,0.7018917915204727
2020-03-09,40.35933303833008,44.20000076293945,40.33333206176758,40.53333282470703,256105500,-13.572525720249962,47.07276208060129,51.667999630882626,26.582373480849185,0.946351240271794
2020-03-10,43.96200180053711,44.53333282470703,40.53333282470703,43.02199935913086,233916000,6.139802382366311,46.85695266723633,51.34184083484468,23.477923984230202,0.8867069580886195
2020-03-11,42.68000030517578,43.571998596191406,40.866668701171875,42.28200149536133,199837500,-1.7200452670558586,45.81514304024832,50.906761532738095,23.798516131455386,0.7540417429811435
2020-03-12,38.72600173950195,39.633331298828125,36.41666793823242,37.369998931884766,283636500,-11.617242301113507,44.05361883980887,50.227936154320126,20.555932960784006,1.0497794580970385
2020-03-13,39.66666793823242,40.50466537475586,33.46666717529297,36.44133377075195,339604500,-2.48505535904755,42.12142835344587,49.52739642915272,22.642663747590532,1.2697868760515985
2020-03-16,31.299999237060547,32.9913330078125,29.47800064086914,29.67133331298828,307342500,-18.57780645558401,39.45980943952288,48.38793618338449,20.056710488548234,1.1339091378483093
2020-03-17,29.333999633789062,31.456666946411133,26.399999618530273,28.68000030517578,359919000,-3.341046380880208,36.857142857142854,47.213872637067524,20.2701818308244,1.3004896632518421
2020-03-18,25.933332443237305,26.99066734313965,23.367332458496094,24.08133316040039,356793000,-16.03440409986845,34.506857190813335,45.6355234781901,21.39488265148745,1.2949384533765376
2020-03-19,24.979999542236328,30.133333206176758,23.8973331451416,28.50933265686035,452932500,18.387684215678778,32.43361909048898,44.080666405814036,30.32723988945817,1.5895191909089115
2020-03-20,29.213333129882812,31.799999237060547,28.38599967956543,28.50200080871582,424282500,-0.025717361513777348,30.465047563825333,42.58263469877697,20.47818706933448,1.4361650273468203
2020-03-23,28.906667709350586,29.46666717529297,27.366666793823242,28.952667236328125,246817500,1.5811747064244486,29.262571607317245,41.10101572672526,21.195064692334114,0.8327903119072895
2020-03-24,31.81999969482422,34.24599838256836,31.600000381469727,33.66666793823242,343428000,16.281749323562988,28.86619077410017,40.0572380792527,29.857976364219027,1.1425600007186163
2020-03-25,36.349998474121094,37.133331298828125,34.07400131225586,35.95000076293945,318340500,6.782176450892674,29.763143266950333,39.22974613734654,34.965841521587976,1.0405645987300058
2020-03-26,36.49266815185547,37.33333206176758,34.150001525878906,35.21066665649414,260710500,-2.0565621439638027,30.696095602852957,38.434063684372674,35.54085668878885,0.8668442678241415
2020-03-27,33.66666793823242,35.0533332824707,32.935333251953125,34.29066848754883,215661000,-2.6128393930185068,32.15457207815988,37.91139711652483,41.07476679726826,0.7351059168321125
2020-03-30,34.017333984375,34.44333267211914,32.7486686706543,33.47533416748047,179971500,-2.377714859552571,32.864000865391326,37.384857541038876,35.66509265229878,0.6265841707607805
2020-03-31,33.41666793823242,36.19733428955078,33.133331298828125,34.93333435058594,266572500,4.355446239344318,33.782762799944194,36.68765113467262,39.19843119627053,0.9479245564812938
2020-04-01,33.599998474121094,34.26333236694336,31.67333221435547,32.104000091552734,200298000,-8.099239055277142,34.232953207833425,35.84971455165318,41.754870562322004,0.7154901594115848
2020-04-02,32.068668365478516,32.95066833496094,29.760000228881836,30.29800033569336,297876000,-5.625466454987249,33.75171497889927,34.9131113688151,40.63839679338532,1.0389835975429669
2020-04-03,33.96666717529297,34.36600112915039,31.22599983215332,32.000667572021484,338431500,5.619734693587186,33.18752452305385,34.13682574317569,54.197906125354024,1.1506429307452397
2020-04-06,34.08000183105469,34.733333587646484,33.19733428955078,34.41600036621094,223527000,7.547757523349929,33.074000767299104,33.542413075764976,59.8326934269357,0.7642081964506048
2020-04-07,36.33333206176758,37.66666793823242,35.48933410644531,36.36333465576172,268797000,5.658223700690801,33.370095934186665,33.34384173438663,73.15902214011743,0.9135330315717889
2020-04-08,36.9466667175293,37.14733123779297,35.55533218383789,36.589332580566406,189840000,0.6214994497730331,33.8149528503418,33.0375242687407,68.10468539566939,0.6462878661955342
2020-04-09,37.4726676940918,38.345333099365234,37.14066696166992,38.20000076293945,204750000,4.402015748241661,34.28161948067801,32.84314328148251,70.27343273070919,0.7065345386691788
2020-04-13,39.34400177001953,43.46666717529297,38.70199966430664,43.39666748046875,337131000,13.603839302984921,35.894857679094585,33.130127498081755,75.19536578190085,1.1638407459219047
2020-04-14,46.597999572753906,49.45866775512695,46.1619987487793,47.32600021362305,458647500,9.054457315006381,38.3274290902274,33.64844494774228,74.49723568304137,1.5430398690335039
2020-04-15,49.46666717529297,50.20866775512695,47.33333206176758,48.65533447265625,353655000,2.8088878270565276,40.70666721888951,34.55244500296457,73.59364059256374,1.1910658693222362
2020-04-16,47.79600143432617,50.630001068115234,47.11466598510742,49.680667877197266,309868500,2.1073401625000487,42.88733400617327,35.55247679210844,76.58818726920899,1.051910384011781
2020-04-17,51.48533248901367,51.663333892822266,49.84400177001953,50.259334564208984,196923000,1.164772358620647,44.87247685023716,36.7990482875279,79.71467104797813,0.6988625822760013
2020-04-20,48.8466682434082,51.03799819946289,47.48066711425781,49.75733184814453,221199000,-0.9988248360573104,46.75361960274832,37.81085777282715,80.65519275253726,0.814362593638776
2020-04-21,48.67466735839844,50.22200012207031,44.919334411621094,45.781333923339844,303136500,-7.9907779961737475,47.83666719709124,38.63368315923782,68.65541345233514,1.1045710837631204
2020-04-22,46.93199920654297,48.93333435058594,45.91400146484375,48.807334899902344,212482500,6.609682849410836,48.609619685581755,39.57914352416992,78.53189689682175,0.7931679656561714
2020-04-23,48.50666809082031,48.93333435058594,46.87533187866211,47.04199981689453,198550500,-3.6169462779073958,48.56904820033482,40.2160640898205,78.64114768645257,0.7581115681214793
2020-04-24,47.387332916259766,48.71533203125,46.54533386230469,48.34333419799805,198180000,2.766324531628772,48.52447673252651,40.80622282482329,78.34381137162748,0.7658393453151755
2020-04-27,49.17399978637695,53.29933166503906,49.0,53.25,310221000,10.149622245552825,49.03438132149832,41.66523869832357,80.06640464466591,1.1772963409510864
2020-04-28,53.042667388916016,53.66666793823242,50.44599914550781,51.27466583251953,228330000,-3.7095477323576875,49.17942864554269,42.474000476655505,73.78303531502593,0.8586390328775492
2020-04-29,52.678001403808594,53.54666519165039,52.21066665649414,53.367332458496094,243240000,4.081287692467694,49.695143018450054,43.421238490513396,75.25640237105766,0.9187389661807065
2020-04-30,57.01266860961914,57.987998962402344,50.900001525878906,52.12533187866211,427078500,-2.327267492336982,50.60142844063895,44.2399050394694,71.19747609702429,1.5468633828302016
2020-05-01,50.33333206176758,51.518001556396484,45.5359992980957,46.75466537475586,487977000,-10.303371336624089,50.3081899370466,44.93755576724098,55.08469021445892,1.7086132610569864
2020-05-04,46.733333587646484,50.79999923706055,46.53333282470703,50.74599838256836,288556500,8.536758793631606,50.837332589285715,45.91126995994931,55.168866048903254,1.0192578165255395
2020-05-05,52.65266799926758,53.26133346557617,50.8120002746582,51.2140007019043,254875500,0.9222447764407393,51.247427804129465,46.82619058518183,53.970452600483654,0.8953305726117379
2020-05-06,51.766666412353516,52.6533317565918,50.740665435791016,52.172000885009766,166848000,1.8705825945557253,51.09342793055943,47.67171441941034,53.87406281932253,0.5967926259369148
2020-05-07,51.81399917602539,53.09333419799805,51.4900016784668,52.00266647338867,172915500,-0.3245695176505081,51.19742802211216,48.41644450596401,52.745864903202,0.6203730138250236
2020-05-08,52.917999267578125,54.93333435058594,52.46733474731445,54.62799835205078,241297500,5.048456274844226,51.37752314976284,49.2754285903204,57.19066049187982,0.8600700075011856
2020-05-11,52.70066833496094,54.93333435058594,52.33333206176758,54.08599853515625,247794000,-0.9921648847567299,51.657618386404856,50.03190467471168,63.64372555045305,0.8975155819432009
2020-05-12,55.133331298828125,56.21933364868164,53.866668701171875,53.96066665649414,238603500,-0.2317270311292141,52.687047140938894,50.534952254522416,59.35834922203587,0.9000964213204289
2020-05-13,54.72200012207031,55.06666564941406,50.88666534423828,52.73066711425781,285982500,-2.279437261341355,52.97057124546596,50.792317345028835,60.53534872282152,1.0927751203439702
2020-05-14,52.0,53.557334899902344,50.93333435058594,53.55533218383789,205233000,1.5639192802040291,53.30504717145647,51.02565056937082,59.82604844312567,0.8002185040659536
2020-05-15,52.689998626708984,53.66999816894531,52.436668395996094,53.27799987792969,157776000,-0.5178425650618879,53.46304702758789,51.19695209321522,50.063949707510524,0.6199112543384181
2020-05-18,55.185333251953125,55.64799880981445,53.59199905395508,54.242000579833984,174987000,1.8093785504579962,53.782951899937224,51.38660285586403,57.105460032584745,0.6938332475889981
2020-05-19,54.34466552734375,54.80466842651367,53.73866653442383,53.867332458496094,144547500,-0.6907343337870575,53.67428534371512,51.58231717064267,51.304619743350436,0.5917437727664613
2020-05-20,54.70000076293945,55.06666564941406,54.119998931884766,54.37066650390625,109639500,0.934395713390801,53.714952196393696,51.9913330078125,56.0935043807441,0.4584901245820033
2020-05-21,54.400001525878906,55.5,53.06666564941406,55.17333221435547,183819000,1.476284478490908,53.88819013323103,52.294475737072176,80.37913981821069,0.7710687815174034
2020-05-22,54.81133270263672,55.45199966430664,54.133331298828125,54.45866775512695,149812500,-1.2953077701596039,54.1350473676409,52.647650400797524,67.54680602407717,0.6348614079271385
2020-05-26,55.633331298828125,55.63999938964844,54.38066864013672,54.591331481933594,121345500,0.24360442933191173,54.283047267368865,52.945174080984934,66.48444592074338,0.5356638554859079
2020-05-27,54.7239990234375,55.180667877197266,52.33333206176758,54.68199920654297,173242500,0.16608447192643094,54.4836186000279,53.01336451939174,63.38428772323685,0.7741693741424278
2020-05-28,54.23400115966797,54.983333587646484,53.44599914550781,53.72066879272461,108834000,-1.7580381620416863,54.40914263044085,53.12984085083008,58.44753848400541,0.5014045768820121
2020-05-29,53.91666793823242,55.66666793823242,53.61399841308594,55.66666793823242,176467500,3.6224402808837652,54.66619055611746,53.23933301653181,55.47283229696872,0.8628048914645792
2020-06-01,57.20000076293945,59.93333435058594,56.939998626708984,59.87333297729492,224092500,7.556883131087,55.45228576660156,53.608285449800036,71.99840189663394,1.1712142896061444
